Plate	Row	Column	Replicate	Run	Time	OD	Prestwick_ID	Chemical_name	Strain
1	1	1	1	1	1	0.182	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	2	0.187	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	3	0.199	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	4	0.221	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	5	0.272	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	6	0.37	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	7	0.505	Prestw-1041	Etomidate	NT5004
1	1	1	1	1	8	0.614	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	0	0.182	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	3	0.186	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	4	0.191	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	5	0.214	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	6	0.272	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	7	0.384	Prestw-1041	Etomidate	NT5004
1	1	1	2	2	8	0.539	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	0	0.185	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	2	0.188	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	3	0.199	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	4	0.227	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	5	0.293	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	6	0.428	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	7	0.604	Prestw-1041	Etomidate	NT5004
1	1	1	3	3	8	0.736	Prestw-1041	Etomidate	NT5004
1	1	10	1	1	1	0.208	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	2	0.211	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	3	0.223	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	4	0.251	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	5	0.309	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	6	0.43	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	7	0.626	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	1	1	8	0.732	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	0	0.177	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	3	0.179	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	4	0.19	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	5	0.21	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	6	0.259	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	7	0.353	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	2	2	8	0.499	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	0	0.153	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	2	0.158	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	3	0.168	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	4	0.193	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	5	0.252	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	6	0.371	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	7	0.536	Prestw-9	Hydrochlorothiazide	NT5004
1	1	10	3	3	8	0.669	Prestw-9	Hydrochlorothiazide	NT5004
1	1	11	1	1	1	0.212	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	2	0.21	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	3	0.222	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	4	0.249	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	5	0.307	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	6	0.428	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	7	0.607	Prestw-10	Sulfaguanidine	NT5004
1	1	11	1	1	8	0.733	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	0	0.179	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	3	0.18	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	4	0.195	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	5	0.213	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	6	0.259	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	7	0.349	Prestw-10	Sulfaguanidine	NT5004
1	1	11	2	2	8	0.489	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	0	0.152	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	2	0.157	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	3	0.168	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	4	0.195	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	5	0.256	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	6	0.384	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	7	0.554	Prestw-10	Sulfaguanidine	NT5004
1	1	11	3	3	8	0.69	Prestw-10	Sulfaguanidine	NT5004
1	1	12	1	1	1	0.21	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	2	0.205	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	3	0.215	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	4	0.241	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	5	0.295	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	6	0.407	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	7	0.588	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	1	1	8	0.706	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	0	0.189	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	3	0.191	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	4	0.197	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	5	0.217	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	6	0.262	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	7	0.35	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	2	2	8	0.487	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	0	0.151	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	2	0.158	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	3	0.169	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	4	0.196	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	5	0.261	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	6	0.391	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	7	0.563	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	12	3	3	8	0.698	Prestw-1042	Tridihexethyl chloride	NT5004
1	1	2	1	1	1	0.206	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	2	0.206	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	3	0.215	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	4	0.229	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	5	0.256	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	6	0.3	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	7	0.372	Prestw-1	Azaguanine-8	NT5004
1	1	2	1	1	8	0.424	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	0	0.175	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	3	0.174	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	4	0.173	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	5	0.179	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	6	0.195	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	7	0.221	Prestw-1	Azaguanine-8	NT5004
1	1	2	2	2	8	0.259	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	0	0.16	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	2	0.164	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	3	0.172	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	4	0.187	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	5	0.215	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	6	0.261	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	7	0.336	Prestw-1	Azaguanine-8	NT5004
1	1	2	3	3	8	0.438	Prestw-1	Azaguanine-8	NT5004
1	1	3	1	1	1	0.19	Prestw-2	Allantoin	NT5004
1	1	3	1	1	2	0.194	Prestw-2	Allantoin	NT5004
1	1	3	1	1	3	0.208	Prestw-2	Allantoin	NT5004
1	1	3	1	1	4	0.235	Prestw-2	Allantoin	NT5004
1	1	3	1	1	5	0.292	Prestw-2	Allantoin	NT5004
1	1	3	1	1	6	0.406	Prestw-2	Allantoin	NT5004
1	1	3	1	1	7	0.568	Prestw-2	Allantoin	NT5004
1	1	3	1	1	8	0.674	Prestw-2	Allantoin	NT5004
1	1	3	2	2	0	0.175	Prestw-2	Allantoin	NT5004
1	1	3	2	2	3	0.177	Prestw-2	Allantoin	NT5004
1	1	3	2	2	4	0.183	Prestw-2	Allantoin	NT5004
1	1	3	2	2	5	0.205	Prestw-2	Allantoin	NT5004
1	1	3	2	2	6	0.259	Prestw-2	Allantoin	NT5004
1	1	3	2	2	7	0.362	Prestw-2	Allantoin	NT5004
1	1	3	2	2	8	0.511	Prestw-2	Allantoin	NT5004
1	1	3	3	3	0	0.159	Prestw-2	Allantoin	NT5004
1	1	3	3	3	2	0.165	Prestw-2	Allantoin	NT5004
1	1	3	3	3	3	0.175	Prestw-2	Allantoin	NT5004
1	1	3	3	3	4	0.2	Prestw-2	Allantoin	NT5004
1	1	3	3	3	5	0.26	Prestw-2	Allantoin	NT5004
1	1	3	3	3	6	0.382	Prestw-2	Allantoin	NT5004
1	1	3	3	3	7	0.551	Prestw-2	Allantoin	NT5004
1	1	3	3	3	8	0.686	Prestw-2	Allantoin	NT5004
1	1	4	1	1	1	0.198	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	2	0.203	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	3	0.216	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	4	0.242	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	5	0.3	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	6	0.414	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	7	0.602	Prestw-3	Acetazolamide	NT5004
1	1	4	1	1	8	0.69	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	0	0.171	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	3	0.174	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	4	0.184	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	5	0.202	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	6	0.254	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	7	0.353	Prestw-3	Acetazolamide	NT5004
1	1	4	2	2	8	0.493	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	0	0.158	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	2	0.164	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	3	0.174	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	4	0.2	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	5	0.258	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	6	0.376	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	7	0.543	Prestw-3	Acetazolamide	NT5004
1	1	4	3	3	8	0.681	Prestw-3	Acetazolamide	NT5004
1	1	5	1	1	1	0.207	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	2	0.215	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	3	0.222	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	4	0.248	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	5	0.304	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	6	0.418	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	7	0.605	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	1	1	8	0.705	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	0	0.173	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	3	0.174	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	4	0.181	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	5	0.205	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	6	0.258	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	7	0.361	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	2	2	8	0.511	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	0	0.158	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	2	0.16	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	3	0.171	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	4	0.197	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	5	0.257	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	6	0.379	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	7	0.55	Prestw-4	Metformin hydrochloride	NT5004
1	1	5	3	3	8	0.687	Prestw-4	Metformin hydrochloride	NT5004
1	1	6	1	1	1	0.209	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	2	0.208	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	3	0.219	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	4	0.251	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	5	0.31	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	6	0.434	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	7	0.645	Prestw-5	Atracurium besylate	NT5004
1	1	6	1	1	8	0.736	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	0	0.176	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	3	0.179	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	4	0.186	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	5	0.206	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	6	0.256	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	7	0.354	Prestw-5	Atracurium besylate	NT5004
1	1	6	2	2	8	0.497	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	0	0.153	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	2	0.159	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	3	0.169	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	4	0.194	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	5	0.253	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	6	0.373	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	7	0.542	Prestw-5	Atracurium besylate	NT5004
1	1	6	3	3	8	0.679	Prestw-5	Atracurium besylate	NT5004
1	1	7	1	1	1	0.199	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	2	0.202	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	3	0.215	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	4	0.25	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	5	0.313	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	6	0.434	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	7	0.638	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	1	1	8	0.735	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	0	0.177	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	3	0.182	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	4	0.189	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	5	0.208	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	6	0.258	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	7	0.358	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	2	2	8	0.505	Prestw-6	Isoflupredone acetate	NT5004
1	1	7	3	3	0	0.154	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	2	0.158	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	3	0.169	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	4	0.194	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	5	0.253	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	6	0.375	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	7	0.545	CONTROL	bacteria w/o drugs	NT5004
1	1	7	3	3	8	0.684	CONTROL	bacteria w/o drugs	NT5004
1	1	8	1	1	1	0.211	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	2	0.208	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	3	0.221	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	4	0.251	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	5	0.314	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	6	0.442	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	7	0.64	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	1	1	8	0.73	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	0	0.175	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	3	0.179	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	4	0.186	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	5	0.206	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	6	0.257	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	7	0.352	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	2	2	8	0.494	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	0	0.153	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	2	0.157	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	3	0.168	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	4	0.193	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	5	0.254	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	6	0.376	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	7	0.545	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	8	3	3	8	0.681	Prestw-7	Amiloride hydrochloride dihydrate	NT5004
1	1	9	1	1	1	0.211	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	2	0.206	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	3	0.217	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	4	0.243	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	5	0.301	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	6	0.422	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	7	0.615	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	1	1	8	0.726	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	0	0.175	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	3	0.186	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	4	0.189	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	5	0.209	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	6	0.258	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	7	0.353	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	2	2	8	0.494	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	0	0.156	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	2	0.159	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	3	0.169	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	4	0.194	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	5	0.253	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	6	0.372	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	7	0.54	Prestw-8	Amprolium hydrochloride	NT5004
1	1	9	3	3	8	0.679	Prestw-8	Amprolium hydrochloride	NT5004
1	2	1	1	1	1	0.196	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	2	0.199	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	3	0.209	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	4	0.227	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	5	0.255	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	6	0.298	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	7	0.361	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	1	1	8	0.436	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	0	0.173	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	3	0.175	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	4	0.177	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	5	0.188	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	6	0.211	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	7	0.246	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	2	2	8	0.3	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	0	0.16	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	2	0.161	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	3	0.169	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	4	0.186	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	5	0.22	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	6	0.282	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	7	0.381	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	1	3	3	8	0.505	Prestw-1051	Moricizine hydrochloride	NT5004
1	2	10	1	1	1	0.197	Prestw-19	Captopril	NT5004
1	2	10	1	1	2	0.2	Prestw-19	Captopril	NT5004
1	2	10	1	1	3	0.21	Prestw-19	Captopril	NT5004
1	2	10	1	1	4	0.237	Prestw-19	Captopril	NT5004
1	2	10	1	1	5	0.292	Prestw-19	Captopril	NT5004
1	2	10	1	1	6	0.409	Prestw-19	Captopril	NT5004
1	2	10	1	1	7	0.607	Prestw-19	Captopril	NT5004
1	2	10	1	1	8	0.706	Prestw-19	Captopril	NT5004
1	2	10	2	2	0	0.168	Prestw-19	Captopril	NT5004
1	2	10	2	2	3	0.18	Prestw-19	Captopril	NT5004
1	2	10	2	2	4	0.186	Prestw-19	Captopril	NT5004
1	2	10	2	2	5	0.206	Prestw-19	Captopril	NT5004
1	2	10	2	2	6	0.253	Prestw-19	Captopril	NT5004
1	2	10	2	2	7	0.353	Prestw-19	Captopril	NT5004
1	2	10	2	2	8	0.488	Prestw-19	Captopril	NT5004
1	2	10	3	3	0	0.151	Prestw-19	Captopril	NT5004
1	2	10	3	3	2	0.154	Prestw-19	Captopril	NT5004
1	2	10	3	3	3	0.165	Prestw-19	Captopril	NT5004
1	2	10	3	3	4	0.19	Prestw-19	Captopril	NT5004
1	2	10	3	3	5	0.249	Prestw-19	Captopril	NT5004
1	2	10	3	3	6	0.369	Prestw-19	Captopril	NT5004
1	2	10	3	3	7	0.538	Prestw-19	Captopril	NT5004
1	2	10	3	3	8	0.675	Prestw-19	Captopril	NT5004
1	2	11	1	1	1	0.215	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	2	0.211	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	3	0.22	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	4	0.243	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	5	0.295	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	6	0.396	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	7	0.573	Prestw-20	Minoxidil	NT5004
1	2	11	1	1	8	0.682	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	0	0.191	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	3	0.188	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	4	0.193	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	5	0.213	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	6	0.261	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	7	0.349	Prestw-20	Minoxidil	NT5004
1	2	11	2	2	8	0.48	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	0	0.152	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	2	0.157	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	3	0.168	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	4	0.194	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	5	0.254	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	6	0.374	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	7	0.54	Prestw-20	Minoxidil	NT5004
1	2	11	3	3	8	0.676	Prestw-20	Minoxidil	NT5004
1	2	12	1	1	1	0.209	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	2	0.208	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	3	0.219	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	4	0.24	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	5	0.284	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	6	0.369	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	7	0.535	Prestw-1052	Iopanoic acid	NT5004
1	2	12	1	1	8	0.628	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	0	0.174	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	3	0.185	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	4	0.195	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	5	0.205	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	6	0.231	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	7	0.286	Prestw-1052	Iopanoic acid	NT5004
1	2	12	2	2	8	0.384	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	0	0.151	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	2	0.157	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	3	0.167	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	4	0.19	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	5	0.243	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	6	0.35	Prestw-1052	Iopanoic acid	NT5004
1	2	12	3	3	7	0.509	Prestw-1052	Iopanoic acid	NT5004
